OBJECTID_1,SiteID,FieldWetla,FieldVeldA,FieldAlien,Latitude,Longitude,PairID,RecordingN,Year,Month,Day,Campaign,AVIRIS,LVIS,WetlandTyp,LandCoverC,ElevationC,FireClass,CLUSTER_ID,COLOR_ID
663,s2lam110_230710,Not available,Not available,Not available,-34.100537,18.450947,155,574,23,7,10,Wet season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
747,s2lam157_230807,Not available,Not available,Not available,-34.7149,20.096578,107,576,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
721,s2lam157_230812,Not available,Not available,Not available,-34.8061,19.950062,122,710,23,8,12,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
658,s2lam044_230809,Not available,Not available,Not available,-33.6622,23.1338,159,707,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
722,s2lam041_230617,Not available,Not available,Not available,-33.990013,22.663065,121,862,23,6,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,57,6
656,s2lam088_231103,Not near (100 m) any water,Old (> 17 yrs),None,-33.902684,22.967,160,716,23,11,3,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
627,s2lam150_231017,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.864243,22.027604,177,844,23,10,17,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,15,8
688,s2lam071_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.086555,18.420931,140,553,23,11,3,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
729,s2lam032_230726,Not available,Not available,Not available,-33.635137,21.6748,118,1006,23,7,26,Wet season,Y,N,NA,Shrubland,Low: 0-500 m,No data or No Fire,44,1
634,s2lam015_230705,Not available,Not available,Not available,-34.005213,19.1891,172,590,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,89,8
713,s2lam114_231027,Not near (100 m) any water,Intermediate (6-17 yrs),Scattered to Medium,-34.068947,22.937883,127,722,23,10,27,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
657,s2lam093_230725,Not available,Not available,Not available,-33.9027,22.9669,160,1010,23,7,25,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,33,6
631,s2lam148_230712,Not available,Not available,Not available,-33.9788,20.815975,174,715,23,7,12,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,1-to-6 years,40,4
691,s2lam093_230711,Not available,Not available,Not available,-33.9888,22.6063,138,560,23,7,11,Wet season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
678,s2lam030_231025,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.021329,19.052,146,697,23,10,25,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,95,7
666,s2lam037_230826,Not available,Not available,Not available,-32.9824,19.05618,153,739,23,8,26,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,12-to-17 years,95,7
701,s2lam151_230809,Not available,Not available,Not available,-33.6618,23.1316,133,707,23,8,9,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
659,s2lam117_231117,Not near (100 m) any water,Old (> 17 yrs),None,-33.662202,23.133907,159,570,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
704,s2lam020_230712,Not available,Not available,Not available,-33.9788,20.817082,131,715,23,7,12,Wet season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,40,4
651,s2lam128_231026,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",None,-33.507188,20.643463,163,855,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
709,s2lam129_231029,Not near (100 m) any water,Old (> 17 yrs),None,-34.670338,19.630208,129,983,23,10,29,Dry season,Y,N,NA,Agriculture,Low: 0-500 m,No data or No Fire,72,4
730,s2lam063_231117,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.698378,20.147845,116,574,23,11,17,Dry season,Y,Y,NA,Bare,Low: 0-500 m,1-to-6 years,26,8
661,s2lam122_230822,Not available,Not available,Not available,-33.75428,21.66194,157,988,23,8,22,Wet season,Y,N,River,Bare,Low: 0-500 m,No data or No Fire,45,5
636,s2lam082_231010,Not available,Not available,Not available,-33.691023,21.907713,171,1010,23,10,10,Dry season,Y,N,NA,Shrubland,Medium: 500-1000 m,1-to-6 years,21,1
702,s2lam023_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.707845,20.117433,132,595,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,26,8
734,s2lam060_231025,Within 50 m of a river or stream,Not available,None,-33.475273,20.677402,114,852,23,10,25,Dry season,Y,Y,NA,Grassland,Medium: 500-1000 m,No data or No Fire,68,2
695,s2lam065_230717,Not available,Not available,Not available,-34.0871,18.419751,136,1161,23,7,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
724,s2lam052_230820,Not available,Not available,Not available,-33.9965,18.392,120,1004,23,8,20,Wet season,Y,Y,Seep,Forest-Woodland,Low: 0-500 m,No data or No Fire,83,8
633,s2lam123_231022,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.47477,20.486193,173,576,23,10,22,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,18,5
681,s2lam169_231123,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.001182,19.190366,145,421,23,11,23,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,89,8
635,s2lam167_231123,In or near (25 m) wetland,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.00518,19.189079,172,425,23,11,23,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,89,8
645,s2lam134_230807,Not available,Not available,Not available,-33.2018,18.14039,166,1028,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,28,4
723,s2lam041_231004,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.990023,22.663056,121,720,23,10,4,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,57,6
675,s2lam114_231130,Not near (100 m) any water,Old (> 17 yrs),None,-33.955858,23.60183,149,867,23,11,30,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
690,s2lam016_231020,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.988816,22.606345,138,722,23,10,20,Dry season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
712,s2lam038_230718,Not available,Not available,Not available,-34.069029,22.9379,127,568,23,7,18,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,6,5
649,s2lam163_230820,Not available,Not available,Not available,-34.7531,19.6867,164,854,23,8,20,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,12-to-17 years,54,7
625,s2lam015_231018,In or near (25 m) wetland,"Young (burned, < 6 yrs)",None,-33.684306,19.098072,178,995,23,10,18,Dry season,Y,N,Seep,Forest-Woodland,High: >1000 m,1-to-6 years,1,1
626,s2lam147_230818,Not available,Not available,Not available,-33.86424,22.0276,177,568,23,8,18,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,15,8
648,s2lam058_231028,Not near (100 m) any water,Old (> 17 yrs),None,-34.753105,19.686715,164,1004,23,10,28,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,12-to-17 years,54,7
676,s2lam058_230705,Not available,Not available,Not available,-34.7325,19.7857,147,707,23,7,5,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,11,5
705,s2lam109_231113,Not available,Intermediate (6-17 yrs),Scattered to Medium,-33.978771,20.817119,131,997,23,11,13,Dry season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,40,4
707,s2lam140_230727,Not available,Not available,Not available,-33.934738,19.8964,130,992,23,7,27,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
672,s2lam126_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.708117,20.104608,150,542,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
653,s2lam120_230807,Not available,Not available,Not available,-34.70433,20.0858,162,576,23,8,7,Wet season,Y,Y,Estuary,Wetland,Low: 0-500 m,No data or No Fire,26,8
665,s2lam140_230807,Not available,Not available,Not available,-34.7058,20.092262,154,576,23,8,7,Wet season,Y,Y,Wetland Flat,Forest-Woodland,Low: 0-500 m,No data or No Fire,26,8
719,s2lam131_230815,Not available,Not available,Not available,-33.3421,21.847382,123,1141,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,49,8
684,s2lam088_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.068581,23.227073,142,722,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
694,s2lam052_231103,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.087061,18.419744,136,559,23,11,3,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
628,s2lam118_231117,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.867383,23.172992,176,565,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,2,8
735,s2lam067_230725,Not available,Not available,Not available,-33.4753,20.677385,114,1013,23,7,25,Wet season,Y,Y,NA,Grassland,Medium: 500-1000 m,No data or No Fire,68,2
668,s2lam135_230713,Not available,Not available,Not available,-33.365723,22.0984,152,893,23,7,13,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,49,8
706,s2lam110_231010,Not near (100 m) any water,Old (> 17 yrs),None,-33.934748,19.896443,130,1008,23,10,10,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,58,2
720,s2lam023_231010,Not near (100 m) any water,Old (> 17 yrs),None,-34.806098,19.950075,122,694,23,10,10,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,34,8
740,s2lam116_230710,Not available,Not available,Not available,-34.0773,20.4546,111,1291,23,7,10,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,98,2
693,s2lam142_230707,Not available,Not available,Not available,-33.5792,23.3981,137,1138,23,7,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,16,3
692,s2lam131_231001,Not near (100 m) any water,Old (> 17 yrs),None,-33.579188,23.398155,137,1136,23,10,1,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,16,3
746,s2lam078_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.714917,20.096583,107,544,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
643,s2lam159_230802,Not available,Not available,Not available,-33.4999,20.707,168,717,23,8,2,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
717,s2lam163_230813,Not available,Not available,Not available,-34.731573,19.953775,125,621,23,8,13,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
641,s2lam089_231025,In or near (10 m) seep,Intermediate (6-17 yrs),None,-32.996555,19.059401,169,707,23,10,25,Dry season,Y,Y,Seep,Shrubland-Fynbos,Medium: 500-1000 m,12-to-17 years,95,7
650,s2lam117_230802,Not available,Not available,Not available,-33.5072,20.6434,163,718,23,8,2,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
680,s2lam003_230705,Not available,Not available,Not available,-34.001111,19.19038,145,586,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,6-to-12 years,89,8
630,s2lam069_231113,Not available,Intermediate (6-17 yrs),Scattered to Medium,-33.978463,20.816199,174,996,23,11,13,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,1-to-6 years,40,4
660,s2lam029_231114,Not available,Not available,Not available,-33.754541,21.661566,157,861,23,11,14,Dry season,Y,N,River,Water,Low: 0-500 m,No data or No Fire,45,5
737,s2lam101_231117,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.706505,20.127083,113,588,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,1-to-6 years,26,8
743,s2lam074_231110,Not near (100 m) any water,Old (> 17 yrs),None,-33.960643,23.164296,110,719,23,11,10,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,5,5
677,s2lam126_231016,In or near (25 m) wetland,Old (> 17 yrs),Rare to Very Scattered,-34.732445,19.785778,147,549,23,10,16,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,11,5
749,s2lam141_230820,Not available,Not available,Not available,-34.751333,19.691984,106,853,23,8,20,Wet season,Y,N,Wetland Flat,Forest-Woodland,Low: 0-500 m,No data or No Fire,54,7
646,s2lam137_230713,Not available,Not available,Not available,-33.3322,22.03395,165,863,23,7,13,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
697,s2lam191_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-32.136598,18.984873,135,407,23,11,22,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,82,6
703,s2lam146_230807,Not available,Not available,Not available,-34.7079,20.1174,132,572,23,8,7,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,26,8
727,s2lam017_230710,Not available,Not available,Not available,-34.3246,18.4454,119,570,23,7,10,Wet season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,96,4
711,s2lam132_231108,Within 50 m of a river or stream,Intermediate (6-17 yrs),Rare to Very Scattered,-34.353249,18.90035,128,1001,23,11,8,Dry season,Y,N,NA,Grassland,Low: 0-500 m,1-to-6 years,66,6
638,s2lam095_231017,Not available,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.8905,22.023022,170,853,23,10,17,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,15,8
731,s2lam136_230807,Not available,Not available,Not available,-34.698418,20.1478,116,575,23,8,7,Wet season,Y,Y,NA,Bare,Low: 0-500 m,1-to-6 years,26,8
632,s2lam116_230822,Not available,Not available,Not available,-34.474737,20.486168,173,732,23,8,22,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,18,5
674,s2lam088_230829,Not available,Not available,Not available,-33.955904,23.601737,149,1149,23,8,29,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,75,2
662,s2lam006_231115,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.100522,18.45091,155,596,23,11,15,Dry season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
685,s2lam114_230811,Not available,Not available,Not available,-34.0686,23.2269,142,712,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
714,s2lam060_230815,Not available,Not available,Not available,-33.342845,21.8897,126,1139,23,8,15,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
748,s2lam121_231028,In or near (25 m) wetland,Old (> 17 yrs),None,-34.751323,19.691984,106,1002,23,10,28,Dry season,Y,N,Wetland Flat,Forest-Woodland,Low: 0-500 m,No data or No Fire,54,7
745,s2lam089_230710,Not available,Not available,Not available,-34.077413,18.406322,109,573,23,7,10,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,30,1
698,s2lam103_230714,Not available,Not available,Not available,-33.726,21.9382,134,1019,23,7,14,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,52,8
639,s2lam150_230721,Not available,Not available,Not available,-33.8905,22.023,170,712,23,7,21,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,15,8
728,s2lam022_231019,Not available,Not available,Not available,-33.635191,21.674818,118,1008,23,10,19,Dry season,Y,N,NA,Shrubland,Low: 0-500 m,No data or No Fire,44,1
683,s2lam114_230711,Not available,Not available,Not available,-33.9842,22.607488,144,571,23,7,11,Wet season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
687,s2lam161_230718,Not available,Not available,Not available,-33.984,20.8285,141,870,23,7,18,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
655,s2lam163_230807,Not available,Not available,Not available,-34.7093,20.109675,161,659,23,8,7,Wet season,Y,Y,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
647,s2lam154_231013,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.3322,22.033915,165,981,23,10,13,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,6-to-12 years,49,8
733,s2lam041_230711,Not available,Not available,Not available,-33.9784,22.6096,115,559,23,7,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
654,s2lam021_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.709313,20.109485,161,545,23,11,17,Dry season,Y,Y,Estuary,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
664,s2lam105_231117,Within 50 m of a river or stream,Old (> 17 yrs),Scattered to Medium,-34.705798,20.09224,154,544,23,11,17,Dry season,Y,Y,Wetland Flat,Forest-Woodland,Low: 0-500 m,No data or No Fire,26,8
726,s2lam002_231011,In or near (10 m) seep,Not available,Rare to Very Scattered,-34.324586,18.445415,119,1007,23,10,11,Dry season,Y,Y,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,96,4
642,s2lam125_231026,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.499825,20.707033,168,855,23,10,26,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,10,5
652,s2lam084_231117,In or near (25 m) wetland,Old (> 17 yrs),None,-34.704332,20.085802,162,544,23,11,17,Dry season,Y,Y,Estuary,Wetland,Low: 0-500 m,No data or No Fire,26,8
686,s2lam073_231020,Not near (100 m) any water,Not available,None,-33.983857,20.828557,141,1025,23,10,20,Dry season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,40,4
673,s2lam139_230807,Not available,Not available,Not available,-34.7081,20.1049,150,574,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,26,8
682,s2lam093_231020,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.984194,22.607503,144,718,23,10,20,Dry season,Y,Y,Estuary,Forest-Woodland,Low: 0-500 m,No data or No Fire,46,3
718,s2lam130_231005,Within 50 m of a river or stream,Old (> 17 yrs),None,-33.342135,21.847423,123,866,23,10,5,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,49,8
696,s2lam112_230705,Not available,Not available,Not available,-32.136534,18.984788,135,1267,23,7,5,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,1-to-6 years,82,6
669,s2lam143_231013,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.365715,22.098403,152,1020,23,10,13,Dry season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,49,8
716,s2lam021_231125,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",None,-34.731568,19.953805,125,593,23,11,25,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,87,7
739,s2lam128_230713,Not available,Not available,Not available,-33.3631,22.0911,112,889,23,7,13,Wet season,Y,Y,NA,Agriculture,High: >1000 m,6-to-12 years,49,8
689,s2lam110_230717,Not available,Not available,Not available,-34.0866,18.420963,140,1138,23,7,17,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
670,s2lam045_231028,In or near (25 m) wetland,Intermediate (6-17 yrs),Rare to Very Scattered,-34.728184,19.680414,151,1014,23,10,28,Dry season,Y,N,Seep,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,54,7
708,s2lam058_230630,Not available,Not available,Not available,-34.6703,19.630175,129,567,23,6,30,Wet season,Y,N,NA,Agriculture,Low: 0-500 m,No data or No Fire,72,4
725,s2lam077_231118,Within 50 m of a river or stream,Old (> 17 yrs),Rare to Very Scattered,-33.996409,18.392011,120,1000,23,11,18,Dry season,Y,Y,Seep,Forest-Woodland,Low: 0-500 m,No data or No Fire,83,8
806,s2lam108_231019,Not available,Not available,Not available,-33.66368,21.640216,74,1010,23,10,19,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,69,3
821,s2lam105_231110,In or near (25 m) wetland,"Young (burned, < 6 yrs)",Rare to Very Scattered,-34.373935,20.51794,67,727,23,11,10,Dry season,Y,Y,NA,Wetland,Low: 0-500 m,25+ years,74,7
815,s2lam055_231018,In or near (10 m) seep,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.689759,19.093701,70,1000,23,10,18,Dry season,Y,N,Seep,Shrubland-Fynbos,High: >1000 m,1-to-6 years,1,1
768,s2lam002_231115,Not near (100 m) any water,Intermediate (6-17 yrs),Rare to Very Scattered,-34.111312,18.445331,94,586,23,11,15,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,30,1
812,s2lam026_230605,Not available,Not available,Not available,-33.6452,22.953783,71,1023,23,6,5,Wet season,Y,Y,NA,Forest-Woodland,High: >1000 m,1-to-6 years,13,1
766,s2lam067_231014,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.62317,23.450227,95,1122,23,10,14,Dry season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,No data or No Fire,16,3
822,s2lam016_230703,Not available,Not available,Not available,-33.9739,23.3971,66,569,23,7,3,Wet season,Y,N,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,77,3
827,s2lam114_230703,Not available,Not available,Not available,-33.987439,23.3922,64,571,23,7,3,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,6-to-12 years,77,3
854,s2lam081_230630,Not available,Not available,Not available,-34.6769,19.64177,48,553,23,6,30,Wet season,Y,N,Seep,Agriculture,Low: 0-500 m,No data or No Fire,72,4
863,s2lam093_230811,Not available,Not available,Not available,-34.042139,23.192287,43,713,23,8,11,Wet season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
751,s2lam122_230808,Not available,Not available,Not available,-33.682146,21.5568,105,984,23,8,8,Wet season,Y,N,NA,Shrubland-Fynbos,High: >1000 m,1-to-6 years,27,4
813,s2lam125_231122,Not near (100 m) any water,"Young (burned, < 6 yrs)",Rare to Very Scattered,-33.645426,22.953788,71,883,23,11,22,Dry season,Y,Y,NA,Forest-Woodland,High: >1000 m,1-to-6 years,13,1
814,s2lam055_230907,Not available,Not available,Not available,-33.689714,19.093818,70,994,23,9,7,Wet season,Y,N,Seep,Shrubland-Fynbos,High: >1000 m,1-to-6 years,1,1
849,s2lam155_231013,Not near (100 m) any water,"Young (burned, < 6 yrs)",None,-33.358053,22.054115,52,1001,23,10,13,Dry season,Y,Y,NA,Grassland,High: >1000 m,6-to-12 years,49,8
873,s2lam127_231005,Within 50 m of a river or stream,"Young (burned, < 6 yrs)",None,-33.346575,21.973268,37,980,23,10,5,Dry season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,17-to-25 years,49,8
783,s2lam126_230812,Not available,Not available,Not available,-34.7467,19.9769,86,713,23,8,12,Wet season,Y,N,Estuary,Wetland,Low: 0-500 m,No data or No Fire,87,7
787,s2lam137_231117,Not near (100 m) any water,Old (> 17 yrs),None,-33.658342,23.134028,84,570,23,11,17,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,36,3
865,s2lam045_231022,Not near (100 m) any water,Old (> 17 yrs),None,-34.454242,20.431411,42,574,23,10,22,Dry season,Y,Y,Depression,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,43,4
874,s2lam128_230815,Not available,Not available,Not available,-33.3467,21.9732,37,1137,23,8,15,Wet season,Y,Y,NA,Shrubland-Fynbos,High: >1000 m,17-to-25 years,49,8
784,s2lam080_231027,Within 50 m of a river or stream,Old (> 17 yrs),None,-34.000122,18.956897,85,999,23,10,27,Dry season,Y,N,NA,Forest-Woodland,Medium: 500-1000 m,1-to-6 years,94,1
798,s2lam078_231028,Not near (100 m) any water,Intermediate (6-17 yrs),None,-34.73331,19.678198,78,984,23,10,28,Dry season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,54,7
866,s2lam121_230822,Not available,Not available,Not available,-34.454228,20.431365,42,728,23,8,22,Wet season,Y,Y,Depression,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,43,4
789,s2lam101_230705,Not available,Not available,Not available,-34.7244,19.7652,83,710,23,7,5,Wet season,Y,N,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,11,5
779,s2lam083_231031,Not near (100 m) any water,Old (> 17 yrs),None,-32.23375,19.12033,89,690,23,10,31,Dry season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,20,4
800,s2lam073_231010,Within 50 m of a river or stream,Old (> 17 yrs),Scattered to Medium,-33.911895,19.885568,77,1007,23,10,10,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,58,2
754,s2lam017_230807,Not available,Not available,Not available,-33.1172,18.0859,102,1118,23,8,7,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,7,3
792,s2lam050_230705,Not available,Not available,Not available,-32.1483,18.9405,81,1304,23,7,5,Wet season,Y,N,NA,Shrubland-Fynbos,Medium: 500-1000 m,No data or No Fire,41,4
807,s2lam115_230726,Not available,Not available,Not available,-33.6636,21.640372,74,1000,23,7,26,Wet season,Y,Y,NA,Shrubland-Fynbos,Medium: 500-1000 m,6-to-12 years,69,3
839,s2lam051_231010,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.917263,19.884328,57,1009,23,10,10,Dry season,Y,Y,NA,Grassland,Low: 0-500 m,No data or No Fire,58,2
761,s2lam133_230808,Not available,Not available,Not available,-33.19781,18.086567,99,877,23,8,8,Wet season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,56,5
791,s2lam079_231117,Not near (100 m) any water,Old (> 17 yrs),None,-34.057588,23.222817,82,722,23,11,17,Dry season,Y,Y,NA,Forest-Woodland,Low: 0-500 m,No data or No Fire,67,2
840,s2lam077_231128,Not near (100 m) any water,Intermediate (6-17 yrs),None,-33.162866,18.127556,56,1281,23,11,28,Dry season,Y,Y,NA,Shrubland-Fynbos,Low: 0-500 m,No data or No Fire,93,7
